_key,username,location,postcount,likes,post,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
275,6414,,1,0,['做'],,,,,,,,,,,
276,1448,India,2,1,"['推', '特上', '世界冠军']",,,,,,,,,,,
277,a8b8,"Rio de Janeiro, Brasil",16,44,"['奶酪', '来自', '猫', '爱', '生活', '秃头', '面包', '子弹', '好', '相信', '看到', '位置']",,,,,,,,,,,
278,9973,,4,5,"['阅读', '女士', '呈现', '活动', '进行', '应用', '生活', '宝物', '寿命', '选择', '想要', '项目', '彩票', '给予', '喜欢', '官方', '页面', '机会', '简单', '得到', '快乐']",,,,,,,,,,,
279,6743,,4,3,"['做', '走开']",,,,,,,,,,,
280,f509,,2,0,"['刚刚', '发送', '卡片', '卡']",,,,,,,,,,,
281,6119,,5,18,"['联邦', '员工', '工作', '管理层', '荒谬', '威胁', '看到', '熊']",,,,,,,,,,,
282,f7a9,,665,0,"['热门', '战斗', '灵魂', '组合', '联系', '超过', '人', '进入']",,,,,,,,,,,
283,5e5a,Jeddah,98,14,"['告诉', '旅行', '想象', '支持', '快乐', '季节', '上帝保佑', '上帝', '压迫者', '记得', '加入', '推特', '愿意', '想', '证明', '意义', '人', '缺乏', '做', '事情', '真主', '拥有', '国王', '伴侣', '来自', '请求', '宽恕', '悔改', '好评', '坦率地', '剃须', '图片', '问', '全能']",,,,,,,,,,,
284,5543,,1,0,"['看看', '新', '网站', '使用', '获得', '粉丝']",,,,,,,,,,,
285,d8c0,,17,2,"['角色', '集会', '朋友', '数量', '增加', '我会', '参加', '派对', '汽车', '位于', '锦标赛', '动员', '瞄准', '只能', '到达', '妹妹', '好玩', '放弃']",,,,,,,,,,,
286,53E2,,4,1,"['视频', '娱乐', '见到', '农场']",,,,,,,,,,,
287,EFBA,"Chaclacayo, Lima, Perú",3266,10,"['利马', '发布', '照片', '只', '需', '体育', '热情', '希望', '最好', '方式', '堆积', '展示', '排球', '铭文', '填充', '标签', '俱乐部', '已经', '注册', '耗尽', '锦标赛', '篮球', '突出', '团队', '显示', '交付', '承诺', '游戏', '认可', '高性能', '中心', '得分手', '篮子', '播放', '半决赛', '拉', '留下', '继续', '奢侈品']",,,,,,,,,,,
288,2160,,1583,8,"['决定', '最快', '漂移', '智能手机', '烈酒', '游戏', '灵魂', '我会', '骄傲', '玩', '时间']",,,,,,,,,,,
289,ad13,,1,0,['提升'],,,,,,,,,,,
290,8948,Sakura City,536,10,"['替换', '课程', '市', '旧', '庭园', '门', '桥', '很快', '决定', '时间', '表现', '玩', '属于', '艺术家', '喜欢', '真的', '想', '伤害', '文化', '俱乐部', '粗心', '需要', '拯救', '爱', '阻止', '星舰']",,,,,,,,,,,
291,2645,                                                                                                                        ,4914,33468,"['上升', '磨为', '新', '团队', '时间', '地球', '最好', '组织', '开玩笑', '错', '疯狂', '披萨', '胜利', '唤醒', '洗脑', '人', '一直', '职业生涯', '感到', '惊讶']",,,,,,,,,,,
292,b012,,2,0,"['实时', '牙科', '国家', '趋势', '数据']",,,,,,,,,,,
293,586C,,1,0,[],,,,,,,,,,,
294,394a,الكويت,847,15,"['名称', '类型', '鸟类', '要求', '效果', '问题', '受益', '抱歉', '疯狂', '上帝', '和平', '怜悯', '冷却', '罪', '猫头鹰', '灯', '任命', '相信', '银行', '公司', '奖品', '汽车', '结束', '主题', '阿拉伯语', '报酬', '惊讶', '海', '队', '速度', '知道', '家人', '定罪', '辩论', '无菌', '消磨', '评论', '说', '迁移', '害怕', '主', '耐空', '宗教信仰']",,,,,,,,,,,
295,91a8,,1,0,"['成为', '真主']",,,,,,,,,,,
296,7D71,,2,0,"['生命', '回归', '年龄', '势力', '诱惑']",,,,,,,,,,,
297,0db0,,1091,423,"['有趣', '好', '想', '人', '新人', '票', '终端', '自动', '费用', '方便', '喝醉', '反思', '道歉', '想象', '真的', '觉得', '了解', '欣赏', '得到', '我会', '熟悉', '意思', '知道', '是否', '擅长', '休息', '说', '生活', '揭露', '受欢迎', '短暂', '工作', '宣布', '记住', '冰舞']",,,,,,,,,,,
298,2fab,Canada,2,0,"['消磨', '时间', '尝试', '睡']",,,,,,,,,,,
299,f6aa,"San Nicolas de los Garza, Mexico",15,0,"['退出', '足球', '动力', '清除', '来自', '石油', '制裁', '土地权', '森林', '员工', '植物', '延迟', '损坏', '反应堆', '工程师', '尘埃', '风暴', '乐队', '动物', '残酷', '图片', '提供', '奖励', '居民', '法官', '警告', '开发人员', '酒店', '海豚', '飞机', '喷气机', '落下', '轻松', '警察', '药房', '抢劫', '嫌疑人', '试图', '逃脱', '手持式', '印象', '驱逐', '注意', '谴责']",,,,,,,,,,,
300,1243,,7,0,"['推文', '朋友', '能够', '联系', '发送', '爱', '赛跑者', '准备', '健身房']",,,,,,,,,,,
301,e7e6,"Ankara, Türkiye",26,135,"['登陆', '成功', '观看', '节目', '茎', '游泳池', '来到', '工作']",,,,,,,,,,,
302,7a40,,5,10,"['测试', '球', '电灯泡', '冻结', '垃圾', '码头']",,,,,,,,,,,
303,0625,,71,4,"['洗衣店', '干燥', '好', '抱歉', '尖叫', '说', '太', '可爱', '朋友', '工作', '拥有', '享受', '环境', '重要', '看看', '天空', '梦想', '来到', '信心', '上班', '做到', '放弃', '希望', '相信', '潜力', '挺身', '愿望', '实现', '到来', '身体', '越来越', '花', '时间']",,,,,,,,,,,
304,eb55,,1,0,[],,,,,,,,,,,
305,c884,新宿区,18517,45920,"['又名', '某种原因', '恢复', '犯', '社会', '问题', '请', '拥有', '就业', '选择', '建成', '招聘', '现实', '只', '保安', '护理人员', '朋友', '工作', '过滤', '鼻子', '头发', '过度', '小心', '眼睛', '干燥', '禁止', '微笑', '已为', '客户', '更新', '免费', '草']",,,,,,,,,,,
306,ae89,,821,4339,"['能力', '区', '边境地区', '可疑', '金融', '建设', '科学', '悲惨', '作物', '系统', '破坏性', '激动', '超越', '体面', '实际上', '关键词', '说', '也许', '骑', '枪', '熊', '更好', '袖子', '希望', '欧元', '支付现金', '德语', '证书', '英语', '码', '队友', '使用', '假设', '适合', '快速', '抗原', '测试', '测试中心', '再次', '免费', '住', '足球', '接受', '文化', '父亲', '教会', '我会', '传给', '儿子', '人', '做', '疫苗', '手臂', '电晕', '警告', '应用程序', '助性', '最新', '拜', '耳', '清除', '小组', '胜利', '劳', '宣称', '卫生部长', '长', '日子', '助推器', '蛇', '纯净', '拉', '返回', '恭喜']",,,,,,,,,,,
307,5122,,78,0,"['说出', '地狱', '吃', '凹陷', '无聊', '等待', '爱', '时代', '投票', '太', '搞笑', '定义', '天堂', '认为', '男人', '听', '人']",,,,,,,,,,,
308,8469,,1,0,"['未', '连接']",,,,,,,,,,,
309,5c44,,1,0,"['作成', '完']",,,,,,,,,,,
310,32B9,,3,0,"['疯狂', '生命', '年轻人', '生活', '壮丽', '蜗牛', '电视']",,,,,,,,,,,
311,e961,"ÜT: 0.52571,101.448067",2977,3,"['婊子', '信息', '卡', '诊所', '解散', '禁食', '成为', '寄宿', '房子', '好奇', '解雇', '卸载', '找', '不到', '购买', '新', '盗贼', '知道', '做到', '好处', '邪恶', '影响', '想念', '奇怪', '兄弟', '想', '打开', '挂锁', '门', '已经', '改变', '想要', '尝试', '基础知识', '问道', '好', '回答', '耳朵', '愚蠢', '认为', '电子设备', '消失', '邻居', '毯子', '小偷']",,,,,,,,,,,
312,864c,第零下四十一階層都市「アサヒカワ」,9484,57,"['罕见', '案例', '继续', '下雨', '直到', '感觉', '寒冷', '臭虫', '举起', '举动', '似乎', '交付给', '想', '知道', '是否', '应该', '准备', '地面', '广播', '被盗', '砍到', '切片', '吃', '看到', '服用', '年龄', '根源', '不变', '汽车', '工厂', '网站', '生产', '毛细管', '石材', '人工', '建造', '石头', '好事', '蓝色', '世纪', '举行', '钢铁行业', '产生', '杂质', '集合', '已经', '土壤', '丢弃', '消化', '迟钝', '铁', '深刻', '味道', '岩石', '设备', '融化', '爆炸', '引起', '通常', '深蓝色', '浅棕色', '黄褐色', '信息', '稀缺', '阅读', '收藏', '花', '彩票', '发布', '剧集', '疲劳', '写作', '角色', '提交', '校正', '数据', '认为', '替换', '名称', '较低', '写', '地方', '改变', '约会', '机会', '工作', '嫉妒', '好', '人', '淹没', '重新', '怪物', '卡通', '版本', '发表', '最新', '沮丧', '赶上', '疫苗', '正常', '时间表', '忍不住']",,,,,,,,,,,
313,0208,,5,0,"['测试', '推文']",,,,,,,,,,,
314,Deb9,,1,0,[],,,,,,,,,,,
315,2E30,,98,0,"['返回', '看到', '兄弟', '焦虑', '释放', '继续', '减少', '抱歉', '穿', '笑', '好', '听到', '是否', '说话']",,,,,,,,,,,
316,EB72,,309,2841,"['做', '很好', '完成', '想要', '大包', '再次', '想念', '我会', '可爱', '回家', '核心', '科目', '压力', '太', '足够', '时间', '创造力', '学校', '家庭作业', '提供', '创造性', '选择', '好', '看到', '女王', '违约', '肯定', '需要', '调查', '灰色', '增长', '亮点', '想', '添加', '金发', '焦糖', '颜色', '推荐', '影响', '头发', '棕色', '产品', '慢慢', '教练', '骄傲', '请', '太短', '做得好', '所有人']",,,,,,,,,,,
317,3c52,,2,0,[],,,,,,,,,,,
318,90ea,,27,0,"['编造', '谎话', '扭曲', '事实', '人会', '信', '充当', '角色', '实在', '恶心', '扮演', '真正', '丑恶', '贪婪', '心思', '显现', '无疑', '出格', '举止', '十足', '疯子', '丧失', '良心', '认贼作父', '甘当', '贼子', '脸皮', '死', '活埋', '名单', '造谣', '妈', '真', '败坏', '裸体', '出场', '象', '妖怪', '猪头', '猪脑', '想', '装帅', '出口', '成脏', '胸怀', '惹', '人', '踹', '走狗', '歪', '出卖', '祖国', '坏', '国人', '唾弃', '本性', '一直', '愧对', '正常', '男人', '血性', '发挥', '甘心', '做', '事情', '全部', '体现', '西奴', '沐浴', '民族', '中华民族', '领土', '坚持', '卖力', '帮', '所现', '透露', '利益', '泯灭', '接受', '学校', '做人', '道理', '学会', '走入', '社会', '所学', '讨好', '主人', '生于', '乡村', '普通', '秉性', '做到', '散播', '谎言', '全部都是', '受', '指使', '拥有', '嘴脸', '初衷', '行为', '利', '汉奸', '孬种', '丢尽', '脸', '身为', '黄皮肤', '洋人', '却', '说出', '荒唐', '话语', '引起', '全国', '愤恨', '问', '未未', '忙', '答卖', '妻', '卖友', '收获', '答', '够吃', '喝够', '奢侈', '泡妞', '出门', '答做', '坏事', '云', '超问', '开门', '担心', '鬼', '敲门', '终', '完蛋', '热', '贴', '屁股', '奸佞', '小人', '狂妄', '不知', '收敛', '痴狂', '卑鄙', '示人', '暴露', '金钱']",,,,,,,,,,,
319,AE70,,52,2,"['新', '周年纪念', '举行', '免费', '播放', '清除', '使命', '能够', '获得', '取消', '拉', '简短', '书', '加入', '运动', '派出', '剥离', '形式', '广告', '无法', '更新', '交付', '商店', '想', '咨询', '促销', '代码', '得到', '椰树', '有限', '特别', '任务', '加强', '等待', '和推特', '发布', '奢侈品', '奖', '机会', '游击', '手指', '紧紧', '找到', '参加', '追求']",,,,,,,,,,,
320,1128,,1,0,[],,,,,,,,,,,
321,7678,,1,0,"['推', '特上', '寻找', '犹太人']",,,,,,,,,,,
322,3B44,,13,0,"['和平', '和谐', '联合', '信仰', '希望', '知道', '愿望', '新娘', '开设', '办公室', '询问', '预算', '女友', '跟随', '壮观', '位置', '项目']",,,,,,,,,,,
323,A169,,1,0,[],,,,,,,,,,,
324,4371,"Johannesburg, South Africa",45,0,"['世界', '想到', '沉闷', '得到', '流感', '太', '家伙', '来自', '情人节', '美好', '朋友', '行李', '爆炸', '申请', '季节', '寒冷', '发誓', '雨']",,,,,,,,,,,
325,13b8,,9,0,"['爱', '错误', '人', '出于', '原因', '哭泣', '事', '肯定', '有助于', '找到', '合适', '人选', '遇到', '真正', '触摸', '生活', '已经', '改变', '最好', '失去', '保持', '状态', '更好', '运行', '抓住', '英语', '谚语', '喜欢', '看着', '手机', '时', '看到', '人们', '微笑', '知道', '设备', '甜点', '遇见', '保存', '房间', '拯救', '帮助', '微软', '进入']",,,,,,,,,,,
326,83b3,Queensland australia,133,453,"['请', '捐赠', '分享', '页面', '感觉', '真的', '生气', '得到', '刚刚', '八卦', '女孩', '完成', '故事', '新篇章', '派对', '快乐', '结局', '看看', '晚安']",,,,,,,,,,,
327,812d,,2,0,['打字'],,,,,,,,,,,
328,a102,,3,0,['红润'],,,,,,,,,,,
329,D659,フーシャ村,11,0,"['烤鱼', '长', '茄子', '米饭', '好', '方法', '光合作用', '还好', '邪恶', '想', '关注', '最好', '遵循', '请问', '是否', '动漫卡通', '最', '喜欢', '聚会', '跟着', '改革']",,,,,,,,,,,
330,dcaa,"Madison, WI",336,3,"['红衣主教', '办公室', '变得', '虚拟', '新闻', '更新', '阅读', '最新', '动作', '项目', '赶上', '学期', '追赶', '月刊', '时事', '通讯', '符合', '新', '管理', '问题', '日记', '哨兵', '训练', '思考', '甜蜜', '纹身', '欢迎', '机会', '支持']",,,,,,,,,,,
331,95cc,madrid,1,0,[],,,,,,,,,,,
332,e5ff,,1,0,"['作成', '完']",,,,,,,,,,,
333,74a3,,2490,543,"['想要', '想', '买', '苹果', '手表', '请', '转让', '转账', '转移', '周年纪念', '倒计时', '挑战', '球体', '得到', '机会', '长达次自', '参加', '高', '达', '人', '应该', '收到', '分发', '直到', '超过', '轨道', '彩票', '赢得', '分布', '申请', '竞选', '房间', '比赛', '立即', '使用', '获得', '活动', '进行', '奖励', '共享', '号码', '奢华', '地方', '旅行', '纪念', '最新', '工作', '心脏', '发布', '举行', '豪华', '礼物', '特殊', '页面', '检查', '应用程序', '详细信息', '电视', '红色', '团队', '白色', '设置', '套装', '有望', '获胜', '直播', '开展', '奢侈品', '运动', '观看', '交付', '红', '白人', '动漫', '合作', '水手', '月亮', '面膜', '出现', '战士', '斗争', '真的', '忙']",,,,,,,,,,,
334,c46d,,5,226,['阴茎'],,,,,,,,,,,
335,F3b6,,2,0,"['查看', '视频', '重新', '上传']",,,,,,,,,,,
336,541D,Bandung,164,5443,"['希望', '照顾', '好', '变得', '请', '过度', '慢慢', '休息', '终于', '换', '喜欢', '颜色', '漂亮', '很忙', '学校', '家庭作业', '时间', '我会', '来到', '溪流', '无法', '下载', '右', '声', '封面', '熟悉', '快速', '游戏', '良好', '艺术', '买', '煎饼', '需要', '捕捉', '鱼', '送到', '博物馆', '群岛', '抗议', '做', '事情', '星巴栏', '更好', '男孩', '人们', '说', '工作', '适合', '破坏', '节目', '最酷', '定义', '部分']",,,,,,,,,,,
337,150c,"横浜市
",599,9,"['夫妻', '太', '搞笑', '男朋友', '声音', '笑声', '时间', '耳机', '找', '梨', '吃', '瓶', '饿', '舞蹈', '体验', '课程', '常规', '上升', '似乎', '达到', '方式', '困', '手指', '完美', '小心', '好', '喝酒', '薪水', '回家', '微笑', '加班', '工作', '头部', '疼痛', '休息', '有点累', '作品']",,,,,,,,,,,
338,e451,,11,0,"['看到', '追随者', '列表', '增加', '晚餐', '做', '更好', '太', '高', '粉红色', '人们', '墙', '删除', '写', '感兴趣', '阅读文章', '抬起', '眼睛', '智商', '听', '很棒', '追随', '推特', '女士们', '需要', '真正', '想法', '小心', '沉重', '实验', '更新', '似乎', '无聊', '试图', '解释', '家伙', '女性', '跟着', '想', '找到', '秘密', '给出', '模式', '宇宙', '回来', '试试', '思考', '开心', '难度', '多难', '知道', '很快', '我会', '发现', '信来', '浪费']",,,,,,,,,,,
339,198a,,1,0,"['作成', '完']",,,,,,,,,,,
340,930E,,2,0,"['儿子', '拉丁语', '西班牙语', '下载', '免费电影', '查看', '电影']",,,,,,,,,,,
341,cca2,,6,0,"['相当', '狐狸', '新闻', '停止', '狡猾']",,,,,,,,,,,
342,BA18,,1,0,"['检查', '推特']",,,,,,,,,,,
343,FDC2,,2,0,"['躺', '看电视', '铺设', '观看', '房间', '攻略']",,,,,,,,,,,
344,035A,,2,0,"['好', '输入', '测试']",,,,,,,,,,,
